NAERING,GYLDIG_FOM,GYLDIG_TOM,NAERING_KORT,NAERING_LANG,TYPE,GRLNAERING,KNRNAERING,A64N_NAERING,A64_NAERING,A64NP,PUBAGG,A38NP,A21NP,A64EU_NAERING,A88
65J09,1970,9999,Omsorgstj.ellers,"Omsorgstjenester ellers",A,65J3,6505,6505,6400,65J0,,,,P3S13,
66F00,1970,9999,Helsepleie,Helsepleie,A,6640,6601,6605,6600,66F0,,,,P3S15,
66I40,1970,9999,"Kultur og fritid","Kultur og fritid",A,6662,6602,6606,6600,66I4,,,,P3S15,
66J00,1970,9999,Undervisning,Undervisning,A,6671,6603,6604,6600,66J0,,,,P3S15,
66L41,1970,9999,Omsorgstjenester,Omsorgstjenester,A,6694,6604,6605,6600,66L4,,,,P3S15,
66L70,1970,9999,Rel.medl.org.fm.,"Religion, medlemsorganisasjonsformål",A,6696,6605,6606,6600,66L7,,,,P3S15,
82010,1970,9999,"Jordbruk,jakt ol","Jordbruk, jakt og viltstell",A,82010,8301,8301,8301,8X01,8X01_02,8X01_03,2X01_03,A01,2X01
82031,1970,9999,"Fiske og fangst","Fiske og fangst",A,82031,8303,8303,8303,8X03A,8X03,8X01_03,2X01_03,A03,2X03
82412,1970,9999,"Oppføring bygg","Oppføringer av bygninger",A,82412,8342,8342,8341,8X41_43,8X41_43,8X41_43,2X41_43,F,2X41
82688,1970,9999,"Boligtjenester,","Boligtjenester, egen bolig,  borettslag og sameie",A,82688,8368,8368,8368,8X68B,8X68B,8X68,2X68,L68A,2X68
82970,1970,9999,Løn.arb.priv.hus,"Lønnet arbeid i private husholdninger",A,83970,8397,8397,8397,8X97,8X90_97,8X97_98,2X97_98,T,2X97
83010,1970,9999,"Jordbruk,jakt ol","Jordbruk, jakt og viltstell",A,83011,8301,8301,8301,8X01,8X01_02,8X01_03,2X01_03,A01,2X01
83016,1970,9999,"Tj. jordbruk","Tjenester tilknyttet jordbruk",A,83011,8301,8301,8301,8X01,8X01_02,8X01_03,2X01_03,A01,2X01
83020,1970,9999,Skogbruk,Skogbruk,A,83021,8302,8302,8302,8X02,8X01_02,8X01_03,2X01_03,A02,2X02
83024,1970,9999,"Tj. skogbruk","Tjenester tilknyttet skogbruk",A,83021,8302,8302,8302,8X02,8X01_02,8X01_03,2X01_03,A02,2X02
83031,1970,9999,"Fiske og fangst","Fiske og fangst",A,83031,8303,8303,8303,8X03A,8X03,8X01_03,2X01_03,A03,2X03
83032,1970,9999,Aquakultur,Aquakultur,A,83032,8304,8304,8303,8X03B,8X03,8X01_03,2X01_03,A03,2X03
83050,1970,9999,"Bryting av kull","Bryting av steinkull og brunkull",A,83050,8305,8305,8306,8X05,8X05,8X05_09,2X05_09,B,2X05
83060,1970,9999,"Utv.råolje, gass","Utvinning av råolje og naturgass",A,83060,8306,8306,8306,8X06,8X06,8X05_09,2X05_09,B,2X06
83070,1970,9999,"Brytning av malm","Brytning av metallholdig malm",A,83075,8305,8305,8306,8X05,8X05,8X05_09,2X05_09,B,2X07
83080,1970,9999,Brytn.ikke-malm,"Brytning av ikke metallholdig malm",A,83075,8305,8305,8306,8X05,8X05,8X05_09,2X05_09,B,2X08
83091,1970,9999,Utvinningstj.,"Tjenester tilknyttet utvinning av råolje og naturgass",A,83091,8307,8307,8306,8X09,8X09,8X05_09,2X05_09,B,2X09
83099,1970,9999,BergverksTj.,"Tjenester tilknyttet annen bergverksdrift",A,83075,8305,8305,8306,8X05,8X05,8X05_09,2X05_09,B,2X09
83101,1970,9999,Bearb.kjøt(vare),"Produksjon, bearbeiding og konservering av kjøtt og kjøttvarer",A,83101,8310,8310,8310,8X10_12,8X10_12,8X10_12,2X10_33,C10T12,2X10
83102,1970,9999,"Bearb. Fisk mv.","Bearbeiding og konservering av fisk, skalldyr og bløtdyr",A,83102,8312,8312,8310,8X10_12,8X10_12,8X10_12,2X10_33,C10T12,2X10
83103,1970,9999,"Barb.frukt,grsak","Bearbeiding og konservering av frukt og grønnsaker",A,83103,8310,8310,8310,8X10_12,8X10_12,8X10_12,2X10_33,C10T12,2X10
83104,1970,9999,"Oljer og fettsto","Produksjon av vegetabilske og animalske oljer og fettstoffer",A,83104,8310,8310,8310,8X10_12,8X10_12,8X10_12,2X10_33,C10T12,2X10
83105,1970,9999,Meierivar.iskrem,"Produksjon av meierivarer og iskrem",A,83105,8310,8310,8310,8X10_12,8X10_12,8X10_12,2X10_33,C10T12,2X10
83106,1970,9999,"Kornvare,stivels","Produksjon av kornvarer, stivelse og stivelsesprodukter",A,83106,8310,8310,8310,8X10_12,8X10_12,8X10_12,2X10_33,C10T12,2X10
83107,1970,9999,Bakeri/pastavare,"Produksjon av bakeri- og pastavarer",A,83119,8310,8310,8310,8X10_12,8X10_12,8X10_12,2X10_33,C10T12,2X10
83108,1970,9999,A.næringsmiddel,"Produksjon av andre næringsmidler",A,83119,8310,8310,8310,8X10_12,8X10_12,8X10_12,2X10_33,C10T12,2X10
83109,1970,9999,Forvarer,"Produksjon av forvarer",A,83119,8310,8310,8310,8X10_12,8X10_12,8X10_12,2X10_33,C10T12,2X10
83110,1970,9999,Drikkevarer,"Produksjon av drikkevarer",A,83110,8310,8310,8310,8X10_12,8X10_12,8X10_12,2X10_33,C10T12,2X11
83120,1970,9999,Tobakksvarer,"Produksjon av tobakksvarer",A,83120,8310,8310,8310,8X10_12,8X10_12,8X10_12,2X10_33,C10T12,2X12
83130,1970,9999,Tekstiler,"Produksjon av tekstiler",A,83130,8313,8313,8313,8X13_15,8X13_15,8X13_15,2X10_33,C13T15,2X13
83140,1970,9999,Klær,"Produksjon av klær",A,83140,8313,8313,8313,8X13_15,8X13_15,8X13_15,2X10_33,C13T15,2X14
83150,1970,9999,"Lær og lærvarer","Produksjon av lær og lærvarer, skotøy",A,83150,8313,8313,8313,8X13_15,8X13_15,8X13_15,2X10_33,C13T15,2X15
83160,1970,9999,"Trelast,trevarer","Produksjon av trelast og varer av tre unntatt møbler",A,83160,8315,8316,8316,8X16,8X16_17,8X16_18,2X10_33,C16,2X16
83170,1970,9999,"Papir, papirvare","Produksjon av papir og papirvarer",A,83170,8316,8317,8317,8X17,8X16_17,8X16_18,2X10_33,C17,2X17
83180,1970,9999,"Tj.trykking mv","Trykking og tjenester tilknyttet trykking og reproduksjon av innspilte opptak",A,83180,8317,8318,8318,8X18,8X18,8X16_18,2X10_33,C18,2X18
83190,1970,9999,Raff.petroprod,"Produksjon av kull- og raffinerte petroleumsprodukter",A,83190,8318,8319,8319,8X19,8X19_21,8X19,2X10_33,C19,2X19
83201,1970,9999,"Kjemiske råvarer","Produksjon av kjemiske råvarer",A,83201,8319,8320,8320,8X20,8X19_21,8X20,2X10_33,C20,2X20
83207,1970,9999,"Kjemiske prod","Produksjon av kjemiske produkter",A,83207,8320,8320,8320,8X20,8X19_21,8X20,2X10_33,C20,2X20
83208,1970,9999,"Basisplast med m","Produksjon av basisplast og syntetisk gummi",A,83208,8320,8320,8320,8X20,8X19_21,8X20,2X10_33,C20,2X20
83210,1970,9999,"Farmasøytiske pr","Produksjon av farmasøytiske råvarer og preparater",A,83210,8321,8321,8321,8X21,8X19_21,8X21,2X10_33,C21,2X21
83220,1970,9999,"Gummi/plast prod","Produksjon av gummi- og plastprodukter",A,83220,8322,8322,8322,8X22,8X22_23,8X22_23,2X10_33,C22,2X22
83231,1970,9999,Glassprodukter,"Produksjon av glass og glassprodukter",A,83239,8323,8323,8323,8X23,8X22_23,8X22_23,2X10_33,C23,2X23
83232,1970,9999,"Keramiske produk","Produksjon av ildfaste produkter, byggevarer av brent leire og andre keramiske produkter",A,83239,8323,8323,8323,8X23,8X22_23,8X22_23,2X10_33,C23,2X23
83235,1970,9999,"Sement,kalk,gips","Produksjon av sement, kalk og gips",A,83235,8323,8323,8323,8X23,8X22_23,8X22_23,2X10_33,C23,2X23
83236,1970,9999,Ik-metal.mineral,"Betong,sement,gips,hogging/bearbeiding av monument/bygningsstein,A.ikke-metallholdige mineralprodukter",A,83239,8323,8323,8323,8X23,8X22_23,8X22_23,2X10_33,C23,2X23
83241,1970,9999,"Jern,stål,ferrol","Produksjon av jern, stål og ferrolegeringer",A,83241,8324,8324,8324,8X24,8X24,8X24_25,2X10_33,C24,2X24
83243,1970,9999,Aluminium,"Produksjon av aluminium",A,83243,8324,8324,8324,8X24,8X24,8X24_25,2X10_33,C24,2X24
83244,1970,9999,A.ik-jernh.metal,"Produksjon av ikke-jernholdige metaller ellers",A,83246,8324,8324,8324,8X24,8X24,8X24_25,2X10_33,C24,2X24
83245,1970,9999,"Støping metaller","Støping av metaller",A,83246,8324,8324,8324,8X24,8X24,8X24_25,2X10_33,C24,2X24
83251,1970,9999,Metallkonstr.mv,"Produksjon av metallkonstruksjoner, tanker, cisterner, dampkjeler og lignende",A,83250,8325,8325,8325,8X25,8X25_28,8X24_25,2X10_33,C25,2X25
83259,1970,9999,"Metallvarer INAS","Produksjon av andre metallvarer",A,83250,8325,8325,8325,8X25,8X25_28,8X24_25,2X10_33,C25,2X25
83260,1970,9999,Elektronisk.prod,"Produksjon av datamaskiner, elektroniske og optiske produkter",A,83260,8326,8326,8326,8X26,8X25_28,8X26,2X10_33,C26,2X26
83270,1970,9999,"Elektrisk utstyr","Produksjon av elektrisk utstyr",A,83270,8327,8327,8327,8X27,8X25_28,8X27,2X10_33,C27,2X27
83280,1970,9999,"Mask.utst INAS","Produksjon av maskiner og utstyr til generell bruk, INAS",A,83280,8328,8328,8328,8X28,8X25_28,8X28,2X10_33,C28,2X28
83290,1970,9999,"Motorvogn,tilhen","Produksjon av motorvogner og tilhengere",A,83290,8329,8329,8329,8X29,8X29_30,8X29_30,2X10_33,C29,2X29
83301,1970,9999,"Skip og båter","Bygging av skip og båter",A,83301,8330,8330,8330,8X30,8X29_30,8X29_30,2X10_33,C30,2X30
83302,1970,9999,Oljepl.form.modu,"Bygging av oljeplattformer og moduler",A,83302,8331,8331,8330,8X30,8X29_30,8X29_30,2X10_33,C30,2X30
83309,1970,9999,"Trsp.midl. INAS","Produksjon av transportmidler ellers",A,83309,8329,8329,8329,8X30,8X29_30,8X29_30,2X10_33,C29,2X30
83310,1970,9999,Møbler,"Produksjon av møbler",A,83310,8332,8332,8331,8X31_32,8X31_32,8X31_33,2X10_33,C31_32,2X31
83320,1970,9999,"Industri INAS","Annen industriproduksjon",A,83320,8332,8332,8331,8X31_32,8X31_32,8X31_33,2X10_33,C31_32,2X32
83331,1970,9999,Rep.metalpr.mask,"Reparasjon av metallprodukter, maskiner og utstyr",A,83331,8333,8333,8333,8X33,8X33,8X31_33,2X10_33,C33,2X33
83332,1970,9999,Instal.ind.mask.,"Installasjon av industrimaskiner og utstyr",A,83332,8333,8333,8333,8X33,8X33,8X31_33,2X10_33,C33,2X33
83350,1970,9999,Elektrisitet,"Produksjon av elektrisitet",A,83350,8335,8335,8335,8X35,8X35,8X35,2X35,D35,2X35
83351,1970,9999,Oms.distr.elektr,"Overføring og distribusjon av og handel med elektrisitet",A,83351,8336,8336,8335,8X35,8X35,8X35,2X35,D35,2X35
83352,1970,9999,"Gass gj. ledning","Produksjon og distribusjon av gass gjennom ledningsnett",A,83355,8337,8337,8335,8X35,8X35,8X35,2X35,D35,2X35
